user_id,registration_date,investor_type,nationality,age_bracket,device_type,acquisition_channel,kyc_status
USR02251,2025-01-29,First-time,Emirati,51+,Mobile,Organic Search,Not Started
USR02252,2024-10-27,Returning,Indian Expat,26-32,Mobile,Paid Social,Verified
USR02253,2024-10-19,Returning,Other,33-40,Mobile,Paid Social,Verified
USR02254,2025-01-07,First-time,Emirati,51+,Tablet,Paid Social,Not Started
USR02255,2025-03-15,Returning,British Expat,18-25,Mobile,Email Campaign,Verified
USR02256,2025-03-24,Returning,Pakistani Expat,26-32,Mobile,Referral,Verified
USR02257,2025-01-08,First-time,Indian Expat,18-25,Desktop,Paid Social,Verified
USR02258,2025-01-24,First-time,Pakistani Expat,26-32,Desktop,Referral,Pending
USR02259,2024-10-24,Returning,Indian Expat,33-40,Mobile,Organic Search,Verified
USR02260,2025-03-04,First-time,Filipino Expat,33-40,Mobile,Paid Social,Pending
USR02261,2025-03-06,First-time,Emirati,51+,Mobile,App Store,Not Started
USR02262,2025-01-30,First-time,Indian Expat,26-32,Desktop,Referral,Verified
USR02263,2024-11-11,First-time,Other,51+,Mobile,Organic Search,Verified
USR02264,2025-01-28,First-time,British Expat,33-40,Tablet,Paid Social,Verified
USR02265,2024-11-09,First-time,Other,26-32,Desktop,Organic Search,Verified
USR02266,2025-03-21,Returning,Indian Expat,26-32,Mobile,Referral,Verified
USR02267,2025-03-03,First-time,Filipino Expat,26-32,Mobile,App Store,Pending
USR02268,2025-03-14,Returning,Pakistani Expat,33-40,Mobile,Direct,Verified
USR02269,2024-12-26,First-time,Saudi,26-32,Mobile,Organic Search,Verified
USR02270,2025-01-18,First-time,Saudi,26-32,Desktop,Paid Social,Pending
USR02271,2024-10-22,First-time,Indian Expat,26-32,Mobile,App Store,Verified
USR02272,2025-02-07,First-time,Emirati,26-32,Mobile,Organic Search,Not Started
USR02273,2025-02-08,Returning,Other,33-40,Mobile,App Store,Verified
USR02274,2024-10-24,First-time,Saudi,26-32,Mobile,Organic Search,Not Started
USR02275,2025-01-22,Returning,Emirati,41-50,Mobile,Organic Search,Verified
USR02276,2025-02-08,First-time,Indian Expat,33-40,Mobile,Organic Search,Pending
USR02277,2025-03-06,First-time,Saudi,33-40,Desktop,Organic Search,Verified
USR02278,2024-10-17,Returning,Filipino Expat,51+,Mobile,Direct,Verified
USR02279,2024-11-16,Returning,Pakistani Expat,41-50,Mobile,Organic Search,Verified
USR02280,2024-10-27,First-time,British Expat,26-32,Mobile,App Store,Verified
USR02281,2024-11-29,First-time,British Expat,41-50,Mobile,Organic Search,Verified
USR02282,2024-10-23,Returning,Saudi,26-32,Desktop,Paid Social,Verified
USR02283,2024-10-07,First-time,Pakistani Expat,26-32,Mobile,Email Campaign,Not Started
USR02284,2024-12-06,First-time,British Expat,18-25,Mobile,Paid Social,Not Started
USR02285,2025-03-10,Returning,Filipino Expat,33-40,Desktop,Referral,Verified
USR02286,2025-03-30,Returning,Saudi,33-40,Desktop,Paid Social,Verified
USR02287,2024-12-16,Returning,Filipino Expat,18-25,Desktop,Paid Social,Verified
USR02288,2025-03-18,Returning,British Expat,18-25,Desktop,Paid Social,Verified
USR02289,2024-12-16,Returning,Indian Expat,26-32,Desktop,Referral,Verified
USR02290,2025-03-25,First-time,Filipino Expat,18-25,Desktop,App Store,Verified
USR02291,2024-12-16,First-time,Pakistani Expat,33-40,Desktop,Referral,Verified
USR02292,2024-10-15,First-time,Filipino Expat,51+,Desktop,Organic Search,Verified
USR02293,2024-10-06,Returning,Indian Expat,51+,Desktop,Organic Search,Verified
USR02294,2024-11-03,First-time,Emirati,26-32,Mobile,Paid Social,Verified
USR02295,2025-01-18,First-time,Saudi,18-25,Mobile,Direct,Pending
USR02296,2025-01-28,First-time,Saudi,41-50,Mobile,Organic Search,Verified
USR02297,2024-10-24,First-time,Indian Expat,41-50,Desktop,Organic Search,Verified
USR02298,2025-03-19,First-time,Emirati,33-40,Mobile,Paid Social,Verified
USR02299,2025-02-20,First-time,Emirati,26-32,Desktop,Paid Social,Verified
USR02300,2024-12-09,Returning,Pakistani Expat,41-50,Mobile,Paid Social,Verified
USR02301,2025-02-28,First-time,Indian Expat,26-32,Tablet,Referral,Pending
USR02302,2024-10-14,First-time,Saudi,26-32,Mobile,Organic Search,Pending
USR02303,2024-12-04,First-time,Pakistani Expat,41-50,Desktop,Email Campaign,Verified
USR02304,2024-10-15,First-time,Indian Expat,41-50,Mobile,Paid Social,Pending
USR02305,2024-11-04,First-time,Emirati,41-50,Mobile,App Store,Not Started
USR02306,2024-11-07,First-time,Indian Expat,51+,Desktop,Paid Social,Pending
USR02307,2024-12-21,First-time,Emirati,26-32,Desktop,Paid Social,Not Started
USR02308,2024-11-09,First-time,Indian Expat,33-40,Tablet,Organic Search,Not Started
USR02309,2025-02-03,First-time,Indian Expat,41-50,Desktop,Organic Search,Not Started
USR02310,2025-02-25,First-time,Indian Expat,33-40,Mobile,Referral,Verified
USR02311,2025-02-01,Returning,Indian Expat,41-50,Desktop,Paid Social,Verified
USR02312,2024-10-08,Returning,Saudi,51+,Mobile,Organic Search,Verified
USR02313,2025-03-11,First-time,Emirati,41-50,Mobile,Paid Social,Verified
USR02314,2024-12-12,First-time,Indian Expat,33-40,Desktop,Referral,Pending
USR02315,2025-03-24,First-time,Emirati,26-32,Tablet,Paid Social,Verified
USR02316,2025-03-14,First-time,Emirati,18-25,Desktop,Referral,Verified
USR02317,2024-11-07,Returning,Indian Expat,26-32,Mobile,Organic Search,Verified
USR02318,2024-10-09,Returning,Filipino Expat,26-32,Mobile,Referral,Verified
USR02319,2025-01-10,First-time,Indian Expat,26-32,Desktop,Email Campaign,Not Started
USR02320,2025-02-18,First-time,Emirati,26-32,Mobile,Organic Search,Pending
USR02321,2024-10-01,Returning,British Expat,18-25,Desktop,Direct,Verified
USR02322,2025-03-22,Returning,Indian Expat,41-50,Mobile,Referral,Verified
USR02323,2025-03-18,First-time,Indian Expat,51+,Desktop,Organic Search,Verified
USR02324,2025-01-21,First-time,Saudi,26-32,Mobile,Paid Social,Not Started
USR02325,2024-10-09,First-time,Indian Expat,18-25,Desktop,Organic Search,Verified
USR02326,2025-01-15,First-time,Saudi,26-32,Mobile,Email Campaign,Pending
USR02327,2024-12-11,Returning,Indian Expat,26-32,Tablet,Organic Search,Verified
USR02328,2024-11-29,Returning,British Expat,26-32,Mobile,Paid Social,Verified
USR02329,2025-01-23,First-time,Emirati,18-25,Mobile,Referral,Not Started
USR02330,2024-11-27,First-time,Indian Expat,26-32,Mobile,Organic Search,Pending
USR02331,2024-10-01,Returning,Filipino Expat,33-40,Mobile,Email Campaign,Verified
USR02332,2024-12-14,Returning,Filipino Expat,33-40,Mobile,Referral,Verified
USR02333,2024-11-15,First-time,Pakistani Expat,33-40,Desktop,Referral,Verified
USR02334,2024-11-05,First-time,Saudi,26-32,Mobile,App Store,Pending
USR02335,2025-02-21,First-time,Saudi,18-25,Mobile,Paid Social,Verified
USR02336,2025-01-07,First-time,Emirati,41-50,Mobile,Paid Social,Not Started
USR02337,2024-12-27,First-time,Emirati,18-25,Mobile,Direct,Pending
USR02338,2025-01-27,Returning,Indian Expat,18-25,Mobile,Organic Search,Pending
USR02339,2025-02-28,First-time,British Expat,26-32,Mobile,Email Campaign,Not Started
USR02340,2025-01-26,Returning,British Expat,51+,Mobile,Paid Social,Verified
USR02341,2024-10-05,First-time,Indian Expat,33-40,Mobile,Organic Search,Verified
USR02342,2024-11-22,First-time,Indian Expat,26-32,Desktop,Email Campaign,Verified
USR02343,2025-01-12,First-time,Indian Expat,33-40,Desktop,Referral,Not Started
USR02344,2025-01-11,Returning,Indian Expat,33-40,Mobile,Referral,Pending
USR02345,2024-12-09,First-time,Emirati,33-40,Mobile,Direct,Verified
USR02346,2025-02-17,First-time,Indian Expat,26-32,Desktop,Organic Search,Verified
USR02347,2024-11-02,First-time,Indian Expat,26-32,Mobile,Organic Search,Not Started
USR02348,2024-11-04,First-time,Pakistani Expat,51+,Mobile,Referral,Not Started
USR02349,2025-02-01,First-time,Indian Expat,51+,Desktop,Email Campaign,Pending
USR02350,2025-03-24,First-time,Emirati,41-50,Mobile,Paid Social,Verified
USR02351,2024-12-15,Returning,Indian Expat,41-50,Mobile,Email Campaign,Verified
USR02352,2025-02-22,First-time,Saudi,33-40,Mobile,App Store,Pending
USR02353,2024-10-29,First-time,Indian Expat,26-32,Tablet,Organic Search,Not Started
USR02354,2025-03-15,Returning,British Expat,26-32,Tablet,Direct,Verified
USR02355,2024-11-11,First-time,Other,33-40,Tablet,Email Campaign,Verified
USR02356,2025-02-06,First-time,Filipino Expat,26-32,Mobile,Direct,Verified
USR02357,2025-03-09,First-time,Indian Expat,33-40,Mobile,Referral,Pending
USR02358,2024-11-01,Returning,Pakistani Expat,26-32,Mobile,Organic Search,Verified
USR02359,2024-10-24,First-time,Saudi,33-40,Mobile,Paid Social,Verified
USR02360,2025-01-04,First-time,Emirati,26-32,Desktop,Direct,Verified
USR02361,2024-11-21,First-time,Filipino Expat,41-50,Mobile,Paid Social,Verified
USR02362,2024-12-29,Returning,Emirati,33-40,Desktop,Paid Social,Verified
USR02363,2025-01-08,Returning,Saudi,26-32,Desktop,Referral,Verified
USR02364,2024-10-16,First-time,Indian Expat,41-50,Desktop,Paid Social,Pending
USR02365,2024-11-01,First-time,Pakistani Expat,18-25,Desktop,Referral,Pending
USR02366,2024-11-23,First-time,Pakistani Expat,41-50,Desktop,Referral,Verified
USR02367,2024-12-01,First-time,Saudi,41-50,Mobile,Paid Social,Verified
USR02368,2024-10-08,Returning,Emirati,18-25,Mobile,Email Campaign,Verified
USR02369,2025-02-16,First-time,Pakistani Expat,33-40,Mobile,Referral,Pending
USR02370,2024-11-21,Returning,British Expat,18-25,Mobile,Organic Search,Verified
USR02371,2024-11-20,Returning,Emirati,33-40,Desktop,Organic Search,Verified
USR02372,2025-01-10,First-time,Emirati,41-50,Desktop,Direct,Pending
USR02373,2024-10-30,Returning,Indian Expat,51+,Mobile,Organic Search,Verified
USR02374,2024-10-27,First-time,Indian Expat,41-50,Desktop,Organic Search,Verified
USR02375,2025-03-13,First-time,Indian Expat,18-25,Mobile,Direct,Verified
USR02376,2024-10-14,Returning,British Expat,41-50,Mobile,Referral,Verified
USR02377,2024-12-06,First-time,British Expat,33-40,Mobile,Organic Search,Pending
USR02378,2025-02-08,First-time,Emirati,18-25,Mobile,Email Campaign,Pending
USR02379,2024-12-10,Returning,Emirati,26-32,Mobile,Email Campaign,Verified
USR02380,2024-12-17,First-time,Indian Expat,41-50,Desktop,Referral,Verified
USR02381,2025-02-12,Returning,Saudi,26-32,Desktop,Paid Social,Verified
USR02382,2025-02-11,First-time,Indian Expat,41-50,Desktop,Organic Search,Verified
USR02383,2024-12-09,First-time,Indian Expat,41-50,Desktop,Referral,Pending
USR02384,2025-02-12,First-time,Other,26-32,Mobile,Referral,Verified
USR02385,2024-10-16,Returning,Indian Expat,33-40,Desktop,Paid Social,Verified
USR02386,2024-10-06,Returning,Pakistani Expat,33-40,Desktop,Organic Search,Verified
USR02387,2024-12-08,First-time,Emirati,41-50,Mobile,App Store,Verified
USR02388,2024-10-12,Returning,Emirati,33-40,Mobile,Email Campaign,Verified
USR02389,2025-01-02,First-time,Indian Expat,26-32,Desktop,Paid Social,Verified
USR02390,2025-02-02,First-time,Saudi,26-32,Mobile,Paid Social,Pending
USR02391,2024-12-02,First-time,Indian Expat,33-40,Desktop,Email Campaign,Verified
USR02392,2024-11-01,First-time,Indian Expat,33-40,Mobile,Paid Social,Not Started
USR02393,2024-12-01,First-time,Other,26-32,Mobile,Email Campaign,Pending
USR02394,2025-02-20,Returning,Filipino Expat,26-32,Tablet,Paid Social,Verified
USR02395,2024-12-12,First-time,Pakistani Expat,18-25,Desktop,Referral,Pending
USR02396,2024-11-20,First-time,Pakistani Expat,41-50,Desktop,Referral,Not Started
USR02397,2024-11-04,Returning,Indian Expat,26-32,Tablet,Paid Social,Verified
USR02398,2025-01-09,Returning,Indian Expat,26-32,Mobile,Email Campaign,Verified
USR02399,2024-11-03,First-time,Filipino Expat,26-32,Desktop,Organic Search,Verified
USR02400,2025-03-25,First-time,Filipino Expat,41-50,Desktop,Paid Social,Verified
USR02401,2025-03-22,Returning,Indian Expat,33-40,Mobile,Direct,Pending
USR02402,2025-01-06,Returning,Indian Expat,41-50,Desktop,Paid Social,Verified
USR02403,2025-02-22,First-time,Emirati,26-32,Desktop,Email Campaign,Verified
USR02404,2025-03-07,Returning,Indian Expat,18-25,Desktop,Paid Social,Pending
USR02405,2024-10-08,First-time,British Expat,33-40,Mobile,Referral,Verified
USR02406,2025-03-03,First-time,Indian Expat,41-50,Mobile,Organic Search,Not Started
USR02407,2024-12-29,First-time,Indian Expat,41-50,Mobile,Paid Social,Verified
USR02408,2024-10-12,First-time,Pakistani Expat,33-40,Mobile,Organic Search,Pending
USR02409,2025-01-01,Returning,Indian Expat,26-32,Mobile,Organic Search,Verified
USR02410,2024-11-30,First-time,Indian Expat,41-50,Mobile,Email Campaign,Verified
USR02411,2025-01-31,First-time,Indian Expat,41-50,Mobile,Email Campaign,Not Started
USR02412,2024-10-18,First-time,Pakistani Expat,41-50,Mobile,Paid Social,Verified
USR02413,2024-10-09,Returning,Indian Expat,33-40,Desktop,Paid Social,Verified
USR02414,2025-03-28,First-time,Emirati,33-40,Tablet,Paid Social,Verified
USR02415,2024-12-16,First-time,Indian Expat,33-40,Desktop,Direct,Verified
USR02416,2024-11-30,First-time,Saudi,33-40,Mobile,Organic Search,Pending
USR02417,2025-02-23,First-time,British Expat,33-40,Mobile,Paid Social,Not Started
USR02418,2025-03-01,First-time,Emirati,18-25,Desktop,Paid Social,Not Started
USR02419,2024-12-21,First-time,Indian Expat,26-32,Mobile,Paid Social,Not Started
USR02420,2025-03-18,First-time,Emirati,33-40,Tablet,Paid Social,Verified
USR02421,2025-02-24,First-time,Indian Expat,26-32,Desktop,Email Campaign,Verified
USR02422,2024-12-27,First-time,Indian Expat,33-40,Desktop,Organic Search,Verified
USR02423,2025-02-22,Returning,Indian Expat,33-40,Mobile,Paid Social,Pending
USR02424,2025-03-01,First-time,Filipino Expat,41-50,Mobile,Paid Social,Not Started
USR02425,2024-10-09,Returning,Emirati,51+,Tablet,Paid Social,Verified
USR02426,2025-03-23,First-time,Indian Expat,33-40,Mobile,Organic Search,Verified
USR02427,2025-02-04,Returning,Emirati,51+,Mobile,Paid Social,Verified
USR02428,2024-11-27,Returning,Indian Expat,33-40,Mobile,Paid Social,Verified
USR02429,2025-02-07,First-time,Saudi,18-25,Desktop,Direct,Pending
USR02430,2024-10-13,First-time,Indian Expat,26-32,Mobile,Direct,Not Started
USR02431,2024-10-26,First-time,Other,41-50,Desktop,Email Campaign,Verified
USR02432,2025-03-19,First-time,Pakistani Expat,26-32,Mobile,Referral,Verified
USR02433,2024-11-29,First-time,Other,18-25,Mobile,Paid Social,Verified
USR02434,2024-11-30,First-time,Emirati,41-50,Mobile,Organic Search,Pending
USR02435,2024-12-05,First-time,Pakistani Expat,51+,Desktop,Paid Social,Verified
USR02436,2025-03-20,First-time,British Expat,33-40,Mobile,Referral,Verified
USR02437,2024-12-22,Returning,British Expat,26-32,Desktop,Email Campaign,Verified
USR02438,2025-02-09,First-time,Saudi,26-32,Mobile,Referral,Verified
USR02439,2025-03-02,First-time,Pakistani Expat,18-25,Mobile,Referral,Pending
USR02440,2024-12-22,Returning,British Expat,51+,Desktop,Email Campaign,Verified
USR02441,2025-02-11,First-time,Pakistani Expat,26-32,Mobile,Paid Social,Not Started
USR02442,2024-10-02,First-time,Emirati,41-50,Mobile,Paid Social,Not Started
USR02443,2024-10-28,First-time,British Expat,26-32,Desktop,Organic Search,Verified
USR02444,2024-11-17,First-time,Saudi,18-25,Mobile,Direct,Pending
USR02445,2025-03-14,Returning,Pakistani Expat,41-50,Mobile,Direct,Verified
USR02446,2024-12-13,Returning,Other,26-32,Desktop,Organic Search,Verified
USR02447,2024-12-16,First-time,Indian Expat,26-32,Mobile,Organic Search,Not Started
USR02448,2024-10-28,First-time,Pakistani Expat,41-50,Mobile,Organic Search,Not Started
USR02449,2025-02-10,First-time,Indian Expat,41-50,Desktop,Paid Social,Not Started
USR02450,2025-02-13,Returning,British Expat,26-32,Desktop,Paid Social,Verified
USR02451,2025-03-22,Returning,Emirati,18-25,Mobile,Organic Search,Pending
USR02452,2025-02-19,First-time,Filipino Expat,33-40,Desktop,Direct,Verified
USR02453,2025-03-25,Returning,Emirati,26-32,Mobile,Direct,Verified
USR02454,2025-03-14,First-time,Emirati,26-32,Mobile,Email Campaign,Not Started
USR02455,2024-11-03,Returning,Saudi,18-25,Mobile,Organic Search,Verified
USR02456,2024-10-10,First-time,Indian Expat,26-32,Desktop,Organic Search,Not Started
USR02457,2025-03-07,First-time,Other,41-50,Mobile,Organic Search,Verified
USR02458,2025-02-02,First-time,Saudi,33-40,Mobile,Organic Search,Verified
USR02459,2025-01-15,First-time,Saudi,41-50,Mobile,Organic Search,Pending
USR02460,2025-02-15,First-time,Indian Expat,26-32,Desktop,Paid Social,Verified
USR02461,2024-11-05,Returning,Saudi,26-32,Desktop,Direct,Verified
USR02462,2025-01-08,First-time,Filipino Expat,33-40,Mobile,Referral,Not Started
USR02463,2024-12-29,Returning,Emirati,26-32,Mobile,Referral,Verified
USR02464,2025-03-03,First-time,Indian Expat,18-25,Mobile,Referral,Pending
USR02465,2025-01-05,First-time,Emirati,41-50,Mobile,Organic Search,Not Started
USR02466,2025-02-10,Returning,Saudi,18-25,Mobile,Referral,Verified
USR02467,2024-10-11,First-time,Indian Expat,33-40,Mobile,Email Campaign,Verified
USR02468,2025-03-11,First-time,Saudi,26-32,Desktop,Referral,Verified
USR02469,2025-03-11,Returning,Filipino Expat,33-40,Mobile,Paid Social,Verified
USR02470,2024-10-16,Returning,Filipino Expat,33-40,Mobile,Organic Search,Verified
USR02471,2025-02-25,First-time,Indian Expat,51+,Mobile,Referral,Not Started
USR02472,2025-01-07,Returning,Indian Expat,33-40,Mobile,Referral,Not Started
USR02473,2025-02-24,First-time,Indian Expat,18-25,Desktop,Organic Search,Verified
USR02474,2025-03-27,First-time,Other,41-50,Mobile,Referral,Verified
USR02475,2025-01-21,First-time,Emirati,33-40,Desktop,Paid Social,Not Started
USR02476,2024-11-24,Returning,Saudi,33-40,Mobile,Direct,Verified
USR02477,2024-11-19,First-time,Pakistani Expat,18-25,Mobile,Organic Search,Not Started
USR02478,2025-03-03,Returning,Indian Expat,41-50,Mobile,Paid Social,Verified
USR02479,2024-10-16,First-time,Pakistani Expat,26-32,Mobile,Organic Search,Pending
USR02480,2025-02-10,First-time,Indian Expat,41-50,Mobile,Organic Search,Pending
USR02481,2024-11-19,First-time,Emirati,33-40,Mobile,Organic Search,Verified
USR02482,2024-11-17,Returning,British Expat,33-40,Mobile,Paid Social,Verified
USR02483,2024-12-03,First-time,British Expat,33-40,Mobile,Organic Search,Pending
USR02484,2025-01-29,First-time,Filipino Expat,26-32,Mobile,Paid Social,Pending
USR02485,2024-12-09,Returning,British Expat,33-40,Mobile,Organic Search,Verified
USR02486,2024-10-11,First-time,Emirati,26-32,Desktop,Direct,Verified
USR02487,2024-11-03,First-time,Pakistani Expat,18-25,Tablet,Paid Social,Not Started
USR02488,2024-11-25,First-time,Indian Expat,18-25,Desktop,Referral,Pending
USR02489,2024-11-22,First-time,Indian Expat,26-32,Mobile,Direct,Verified
USR02490,2025-03-24,First-time,Indian Expat,18-25,Tablet,Organic Search,Verified
USR02491,2024-10-06,First-time,Emirati,41-50,Tablet,Paid Social,Verified
USR02492,2024-10-26,First-time,Indian Expat,18-25,Tablet,Organic Search,Verified
USR02493,2025-01-31,First-time,British Expat,33-40,Mobile,Referral,Verified
USR02494,2025-02-17,Returning,Saudi,33-40,Mobile,Referral,Verified
USR02495,2024-12-03,First-time,Saudi,33-40,Mobile,Email Campaign,Pending
USR02496,2024-11-26,First-time,British Expat,26-32,Mobile,Organic Search,Verified
USR02497,2024-11-26,Returning,Emirati,26-32,Desktop,Referral,Verified
USR02498,2025-01-09,First-time,Indian Expat,33-40,Mobile,Referral,Not Started
USR02499,2025-03-10,First-time,British Expat,26-32,Mobile,Paid Social,Not Started
USR02500,2024-10-08,Returning,Pakistani Expat,33-40,Mobile,Organic Search,Verified
USR02501,2024-11-08,First-time,Indian Expat,33-40,Mobile,Paid Social,Not Started
USR02502,2025-02-18,Returning,Indian Expat,33-40,Mobile,Paid Social,Verified
USR02503,2025-03-06,First-time,Pakistani Expat,33-40,Mobile,App Store,Not Started
USR02504,2024-10-03,First-time,Indian Expat,18-25,Desktop,Direct,Not Started
USR02505,2024-11-05,First-time,Indian Expat,33-40,Tablet,Organic Search,Verified
USR02506,2024-12-10,First-time,British Expat,51+,Desktop,Direct,Pending
USR02507,2025-01-31,First-time,Saudi,41-50,Mobile,Paid Social,Verified
USR02508,2024-12-26,First-time,Saudi,41-50,Mobile,Organic Search,Pending
USR02509,2025-02-20,First-time,Indian Expat,26-32,Mobile,Referral,Verified
USR02510,2025-02-23,First-time,Pakistani Expat,41-50,Desktop,Organic Search,Pending
USR02511,2025-03-10,First-time,Emirati,18-25,Mobile,Organic Search,Verified
USR02512,2024-11-09,First-time,Indian Expat,41-50,Mobile,Organic Search,Pending
USR02513,2025-01-21,First-time,Emirati,33-40,Mobile,Paid Social,Pending
USR02514,2025-03-06,Returning,British Expat,33-40,Desktop,Referral,Verified
USR02515,2024-12-20,First-time,Indian Expat,26-32,Mobile,Direct,Pending
USR02516,2025-01-08,First-time,Filipino Expat,33-40,Desktop,Paid Social,Verified
USR02517,2024-12-09,First-time,Saudi,51+,Mobile,Organic Search,Pending
USR02518,2025-02-03,Returning,British Expat,51+,Desktop,Paid Social,Verified
USR02519,2025-02-06,First-time,Emirati,26-32,Desktop,Paid Social,Verified
USR02520,2024-11-27,First-time,Indian Expat,26-32,Mobile,Email Campaign,Verified
USR02521,2024-10-03,First-time,British Expat,26-32,Desktop,Email Campaign,Verified
USR02522,2025-02-08,First-time,British Expat,26-32,Desktop,Email Campaign,Verified
USR02523,2025-03-11,First-time,Emirati,51+,Mobile,Organic Search,Not Started
USR02524,2025-01-08,First-time,Saudi,33-40,Mobile,Paid Social,Pending
USR02525,2024-10-05,First-time,Filipino Expat,33-40,Desktop,Paid Social,Verified
USR02526,2025-03-04,Returning,Indian Expat,51+,Mobile,Paid Social,Verified
USR02527,2024-10-29,First-time,Saudi,26-32,Desktop,Paid Social,Verified
USR02528,2025-03-23,Returning,Indian Expat,33-40,Mobile,Paid Social,Verified
USR02529,2024-12-28,Returning,Pakistani Expat,26-32,Desktop,Paid Social,Verified
USR02530,2025-03-07,Returning,Saudi,26-32,Mobile,Referral,Verified
USR02531,2025-03-14,Returning,Pakistani Expat,26-32,Mobile,Paid Social,Not Started
USR02532,2025-01-28,First-time,Indian Expat,41-50,Mobile,Organic Search,Pending
USR02533,2024-10-14,Returning,Saudi,33-40,Mobile,Organic Search,Verified
USR02534,2025-02-04,First-time,Other,33-40,Desktop,Direct,Verified
USR02535,2024-12-24,First-time,Pakistani Expat,33-40,Mobile,Organic Search,Pending
USR02536,2025-01-04,Returning,Saudi,26-32,Desktop,Referral,Verified
USR02537,2024-10-05,First-time,Other,26-32,Mobile,Paid Social,Pending
USR02538,2024-11-25,First-time,British Expat,26-32,Mobile,Organic Search,Verified
USR02539,2024-12-06,First-time,Emirati,33-40,Mobile,Paid Social,Verified
USR02540,2025-01-15,First-time,Indian Expat,26-32,Mobile,Organic Search,Verified
USR02541,2025-02-20,First-time,Indian Expat,51+,Mobile,Paid Social,Verified
USR02542,2025-03-29,First-time,Saudi,51+,Mobile,Organic Search,Verified
USR02543,2025-02-24,First-time,Saudi,33-40,Mobile,Referral,Not Started
USR02544,2024-11-07,Returning,Pakistani Expat,33-40,Mobile,Paid Social,Verified
USR02545,2024-11-28,First-time,Other,26-32,Mobile,Paid Social,Pending
USR02546,2025-02-27,Returning,Indian Expat,33-40,Tablet,Direct,Pending
USR02547,2025-01-24,First-time,Emirati,51+,Desktop,Paid Social,Verified
USR02548,2025-02-04,First-time,Indian Expat,41-50,Mobile,Referral,Pending
USR02549,2025-03-02,First-time,Indian Expat,33-40,Mobile,Organic Search,Not Started
USR02550,2025-02-18,First-time,Emirati,33-40,Desktop,Direct,Verified
USR02551,2024-12-08,First-time,Pakistani Expat,41-50,Mobile,Paid Social,Verified
USR02552,2024-10-27,First-time,Emirati,41-50,Desktop,Email Campaign,Pending
USR02553,2024-12-14,First-time,Indian Expat,33-40,Mobile,Organic Search,Not Started
USR02554,2025-03-05,Returning,Emirati,41-50,Desktop,Paid Social,Verified
USR02555,2025-01-19,Returning,Other,33-40,Mobile,Paid Social,Verified
USR02556,2024-11-27,First-time,Indian Expat,41-50,Mobile,Organic Search,Pending
USR02557,2024-12-15,First-time,Emirati,51+,Desktop,Organic Search,Verified
USR02558,2024-10-19,Returning,Indian Expat,33-40,Mobile,Organic Search,Verified
USR02559,2025-02-17,First-time,Pakistani Expat,33-40,Mobile,App Store,Not Started
USR02560,2025-03-23,First-time,Indian Expat,33-40,Mobile,Email Campaign,Verified
USR02561,2024-11-16,First-time,Pakistani Expat,41-50,Mobile,Organic Search,Verified
USR02562,2025-01-17,First-time,Other,33-40,Mobile,Organic Search,Verified
USR02563,2024-10-26,First-time,Indian Expat,26-32,Mobile,Organic Search,Pending
USR02564,2024-11-23,Returning,Emirati,41-50,Desktop,Direct,Verified
USR02565,2025-02-11,First-time,Indian Expat,26-32,Mobile,Direct,Verified
USR02566,2024-11-21,First-time,Indian Expat,51+,Desktop,Referral,Pending
USR02567,2025-02-21,First-time,Saudi,26-32,Desktop,Organic Search,Verified
USR02568,2024-12-27,Returning,Other,26-32,Desktop,Paid Social,Verified
USR02569,2024-12-25,First-time,British Expat,26-32,Mobile,Email Campaign,Not Started
USR02570,2024-11-14,First-time,Pakistani Expat,41-50,Mobile,Organic Search,Pending
USR02571,2024-10-18,Returning,Saudi,41-50,Desktop,App Store,Verified
USR02572,2025-01-16,First-time,Pakistani Expat,41-50,Desktop,Organic Search,Verified
USR02573,2025-01-02,Returning,Saudi,51+,Mobile,Direct,Pending
USR02574,2024-11-13,First-time,Other,18-25,Desktop,Organic Search,Not Started
USR02575,2024-11-07,Returning,Emirati,33-40,Mobile,Organic Search,Verified
USR02576,2024-10-22,First-time,Saudi,33-40,Mobile,Organic Search,Not Started
USR02577,2025-02-24,Returning,Saudi,33-40,Desktop,Email Campaign,Verified
USR02578,2024-11-01,First-time,Pakistani Expat,26-32,Desktop,Paid Social,Pending
USR02579,2024-12-09,Returning,Indian Expat,41-50,Mobile,Direct,Verified
USR02580,2025-01-13,Returning,Indian Expat,33-40,Desktop,Paid Social,Verified
USR02581,2024-12-27,First-time,Emirati,41-50,Mobile,Organic Search,Verified
USR02582,2025-01-20,First-time,Emirati,18-25,Desktop,Organic Search,Verified
USR02583,2024-10-23,Returning,British Expat,18-25,Desktop,Direct,Pending
USR02584,2024-10-20,Returning,Emirati,41-50,Mobile,Organic Search,Verified
USR02585,2025-02-12,Returning,British Expat,26-32,Mobile,Direct,Verified
USR02586,2024-12-05,Returning,Saudi,51+,Desktop,Paid Social,Verified
USR02587,2024-12-13,First-time,Indian Expat,26-32,Desktop,Referral,Verified
USR02588,2024-12-15,First-time,Pakistani Expat,41-50,Desktop,Organic Search,Pending
USR02589,2024-12-29,First-time,Indian Expat,41-50,Mobile,Organic Search,Not Started
USR02590,2025-03-14,First-time,Saudi,26-32,Mobile,Direct,Pending
USR02591,2025-03-12,First-time,Pakistani Expat,26-32,Mobile,Email Campaign,Verified
USR02592,2025-03-30,First-time,Indian Expat,41-50,Mobile,Organic Search,Pending
