session_id,user_id,listing_id,doc_type,time_spent_sec,pages_viewed,downloaded,device_type,investor_type
SES004202,USR02293,LST026,Projections (XLSX),221,8,True,Desktop,Returning
SES004213,USR02298,LST003,Property Brochure (Unit Specific),30,3,False,Mobile,First-time
SES004213,USR02298,LST003,Whitepaper,124,6,False,Mobile,First-time
SES004220,USR02304,LST025,Property Brochure,45,4,False,Mobile,First-time
SES004220,USR02304,LST025,Whitepaper,14,6,False,Mobile,First-time
SES004221,USR02305,LST006,Projections (XLSX),77,3,False,Mobile,First-time
SES004221,USR02305,LST006,Property Brochure (Unit Specific),23,2,False,Mobile,First-time
SES004230,USR02309,LST012,Property Brochure,23,3,False,Desktop,First-time
SES004230,USR02309,LST012,Whitepaper,150,1,False,Desktop,First-time
SES004238,USR02312,LST020,Investment Memorandum,111,9,False,Mobile,Returning
SES004238,USR02312,LST020,Projections (XLSX),89,9,True,Mobile,Returning
SES004238,USR02312,LST020,Whitepaper,15,5,False,Mobile,Returning
SES004238,USR02312,LST020,Property Brochure,47,2,False,Mobile,Returning
SES004238,USR02312,LST020,Property Brochure (Unit Specific),46,2,False,Mobile,Returning
SES004247,USR02317,LST021,Whitepaper,17,1,False,Mobile,Returning
SES004247,USR02317,LST021,Property Brochure (Unit Specific),30,3,False,Mobile,Returning
SES004247,USR02317,LST021,Property Brochure,9,1,False,Mobile,Returning
SES004251,USR02320,LST018,Whitepaper,72,5,True,Mobile,First-time
SES004253,USR02321,LST005,Investment Memorandum,292,2,False,Desktop,Returning
SES004253,USR02321,LST005,Property Valuation Report,189,2,False,Desktop,Returning
SES004253,USR02321,LST005,Projections (XLSX),65,9,True,Desktop,Returning
SES004254,USR02322,LST006,Whitepaper,37,4,False,Mobile,Returning
SES004254,USR02322,LST006,Property Brochure (Unit Specific),18,3,False,Mobile,Returning
SES004254,USR02322,LST006,Property Valuation Report,53,3,True,Mobile,Returning
SES004254,USR02322,LST006,Projections (XLSX),79,5,False,Mobile,Returning
SES004254,USR02322,LST006,Property Brochure,48,2,False,Mobile,Returning
SES004259,USR02325,LST005,Property Brochure (Unit Specific),113,1,False,Desktop,First-time
SES004259,USR02325,LST005,Projections (XLSX),370,6,False,Desktop,First-time
SES004259,USR02325,LST005,Property Brochure,76,4,True,Desktop,First-time
SES004263,USR02327,LST016,Whitepaper,87,1,False,Tablet,Returning
SES004263,USR02327,LST016,Property Brochure (Unit Specific),51,2,True,Tablet,Returning
SES004263,USR02327,LST016,Property Valuation Report,88,3,False,Tablet,Returning
SES004263,USR02327,LST016,Projections (XLSX),211,3,True,Tablet,Returning
SES004263,USR02327,LST016,Property Brochure,89,3,True,Tablet,Returning
SES004270,USR02331,LST006,Property Valuation Report,19,4,False,Mobile,Returning
SES004270,USR02331,LST006,Projections (XLSX),66,3,True,Mobile,Returning
SES004270,USR02331,LST006,Property Brochure (Unit Specific),15,2,False,Mobile,Returning
SES004270,USR02331,LST006,Property Brochure,30,3,False,Mobile,Returning
SES004270,USR02331,LST006,Investment Memorandum,88,13,True,Mobile,Returning
SES004270,USR02331,LST006,Whitepaper,26,4,False,Mobile,Returning
SES004275,USR02332,LST030,Property Brochure (Unit Specific),8,1,False,Mobile,Returning
SES004280,USR02334,LST021,Property Brochure,19,2,False,Mobile,First-time
SES004280,USR02334,LST021,Whitepaper,85,5,False,Mobile,First-time
SES004280,USR02334,LST021,Property Valuation Report,307,1,True,Mobile,First-time
SES004280,USR02334,LST021,Projections (XLSX),32,9,False,Mobile,First-time
SES004288,USR02338,LST018,Property Brochure,97,2,False,Mobile,Returning
SES004288,USR02338,LST018,Whitepaper,129,2,False,Mobile,Returning
SES004288,USR02338,LST018,Projections (XLSX),100,5,False,Mobile,Returning
SES004288,USR02338,LST018,Property Valuation Report,71,4,False,Mobile,Returning
SES004293,USR02341,LST013,Projections (XLSX),59,9,True,Mobile,First-time
SES004293,USR02341,LST013,Property Brochure (Unit Specific),24,3,False,Mobile,First-time
SES004293,USR02341,LST013,Property Brochure,55,2,False,Mobile,First-time
SES004293,USR02341,LST013,Property Valuation Report,37,3,False,Mobile,First-time
SES004297,USR02343,LST027,Investment Memorandum,51,9,False,Desktop,First-time
SES004301,USR02344,LST002,Investment Memorandum,79,14,True,Mobile,Returning
SES004301,USR02344,LST002,Property Valuation Report,617,3,False,Mobile,Returning
SES004301,USR02344,LST002,Property Brochure (Unit Specific),53,1,False,Mobile,Returning
SES004307,USR02348,LST029,Investment Memorandum,199,14,False,Mobile,First-time
SES004307,USR02348,LST029,Whitepaper,56,6,False,Mobile,First-time
SES004309,USR02350,LST004,Investment Memorandum,96,4,False,Mobile,First-time
SES004309,USR02350,LST004,Property Valuation Report,23,3,True,Mobile,First-time
SES004317,USR02354,LST002,Investment Memorandum,892,6,False,Tablet,Returning
SES004317,USR02354,LST002,Projections (XLSX),498,6,False,Tablet,Returning
SES004321,USR02358,LST029,Property Brochure (Unit Specific),44,4,False,Mobile,Returning
SES004321,USR02358,LST029,Whitepaper,52,1,False,Mobile,Returning
SES004322,USR02358,LST028,Projections (XLSX),245,9,True,Mobile,Returning
SES004322,USR02358,LST028,Property Brochure,207,3,False,Mobile,Returning
SES004322,USR02358,LST028,Property Valuation Report,52,4,False,Mobile,Returning
SES004322,USR02358,LST028,Investment Memorandum,65,13,False,Mobile,Returning
SES004328,USR02362,LST030,Property Valuation Report,321,6,False,Desktop,Returning
SES004328,USR02362,LST030,Investment Memorandum,29,5,False,Desktop,Returning
SES004328,USR02362,LST030,Projections (XLSX),196,7,True,Desktop,Returning
SES004338,USR02366,LST008,Investment Memorandum,219,1,False,Desktop,First-time
SES004338,USR02366,LST008,Property Brochure,71,3,False,Desktop,First-time
SES004344,USR02371,LST020,Projections (XLSX),207,4,False,Desktop,Returning
SES004344,USR02371,LST020,Whitepaper,74,5,False,Desktop,Returning
SES004344,USR02371,LST020,Property Brochure,32,1,False,Desktop,Returning
SES004344,USR02371,LST020,Investment Memorandum,275,7,True,Desktop,Returning
SES004353,USR02376,LST020,Whitepaper,10,1,False,Mobile,Returning
SES004353,USR02376,LST020,Property Brochure,38,1,False,Mobile,Returning
SES004353,USR02376,LST020,Projections (XLSX),485,3,True,Mobile,Returning
SES004353,USR02376,LST020,Property Brochure (Unit Specific),23,2,False,Mobile,Returning
SES004366,USR02380,LST014,Investment Memorandum,272,12,True,Desktop,First-time
SES004366,USR02380,LST014,Projections (XLSX),91,4,False,Desktop,First-time
SES004366,USR02380,LST014,Property Brochure (Unit Specific),136,1,False,Desktop,First-time
SES004366,USR02380,LST014,Property Valuation Report,113,2,False,Desktop,First-time
SES004370,USR02381,LST016,Property Brochure (Unit Specific),572,3,False,Desktop,Returning
SES004370,USR02381,LST016,Investment Memorandum,190,9,False,Desktop,Returning
SES004370,USR02381,LST016,Property Valuation Report,93,3,False,Desktop,Returning
SES004375,USR02385,LST017,Projections (XLSX),198,9,True,Desktop,Returning
SES004375,USR02385,LST017,Investment Memorandum,433,12,False,Desktop,Returning
SES004375,USR02385,LST017,Whitepaper,89,4,False,Desktop,Returning
SES004376,USR02385,LST020,Property Valuation Report,27,3,True,Desktop,Returning
SES004376,USR02385,LST020,Investment Memorandum,82,11,False,Desktop,Returning
SES004376,USR02385,LST020,Whitepaper,8,5,False,Desktop,Returning
SES004380,USR02386,LST029,Property Brochure,129,2,False,Desktop,Returning
SES004380,USR02386,LST029,Property Valuation Report,143,6,False,Desktop,Returning
SES004380,USR02386,LST029,Projections (XLSX),112,2,False,Desktop,Returning
SES004380,USR02386,LST029,Property Brochure (Unit Specific),39,4,False,Desktop,Returning
SES004380,USR02386,LST029,Investment Memorandum,582,2,True,Desktop,Returning
SES004380,USR02386,LST029,Whitepaper,494,2,False,Desktop,Returning
SES004392,USR02394,LST027,Property Brochure (Unit Specific),29,3,False,Tablet,Returning
SES004392,USR02394,LST027,Projections (XLSX),486,5,False,Tablet,Returning
SES004392,USR02394,LST027,Property Brochure,32,4,True,Tablet,Returning
SES004397,USR02396,LST006,Property Brochure,57,2,False,Desktop,First-time
SES004397,USR02396,LST006,Whitepaper,55,2,False,Desktop,First-time
SES004397,USR02396,LST006,Property Valuation Report,183,1,False,Desktop,First-time
SES004398,USR02397,LST025,Property Brochure (Unit Specific),48,1,False,Tablet,Returning
SES004398,USR02397,LST025,Property Valuation Report,379,6,False,Tablet,Returning
SES004398,USR02397,LST025,Projections (XLSX),337,4,False,Tablet,Returning
SES004399,USR02398,LST013,Investment Memorandum,810,13,True,Mobile,Returning
SES004399,USR02398,LST013,Property Valuation Report,18,7,True,Mobile,Returning
SES004405,USR02401,LST002,Projections (XLSX),66,2,False,Mobile,Returning
SES004405,USR02401,LST002,Whitepaper,42,5,False,Mobile,Returning
SES004405,USR02401,LST002,Property Brochure,62,4,False,Mobile,Returning
SES004405,USR02401,LST002,Property Brochure (Unit Specific),8,4,False,Mobile,Returning
SES004405,USR02401,LST002,Investment Memorandum,262,10,False,Mobile,Returning
SES004405,USR02401,LST002,Property Valuation Report,216,3,False,Mobile,Returning
SES004406,USR02402,LST005,Investment Memorandum,1116,13,False,Desktop,Returning
SES004406,USR02402,LST005,Projections (XLSX),973,9,False,Desktop,Returning
SES004406,USR02402,LST005,Property Brochure (Unit Specific),55,2,False,Desktop,Returning
SES004406,USR02402,LST005,Property Valuation Report,364,6,False,Desktop,Returning
SES004406,USR02402,LST005,Whitepaper,9,5,False,Desktop,Returning
SES004406,USR02402,LST005,Property Brochure,170,1,False,Desktop,Returning
SES004409,USR02402,LST029,Projections (XLSX),533,9,True,Desktop,Returning
SES004409,USR02402,LST029,Property Brochure (Unit Specific),209,3,False,Desktop,Returning
SES004409,USR02402,LST029,Property Valuation Report,982,5,False,Desktop,Returning
SES004413,USR02404,LST020,Property Brochure,82,3,False,Desktop,Returning
SES004413,USR02404,LST020,Property Brochure (Unit Specific),82,1,False,Desktop,Returning
SES004413,USR02404,LST020,Projections (XLSX),1076,4,False,Desktop,Returning
SES004414,USR02404,LST029,Projections (XLSX),124,3,True,Desktop,Returning
SES004414,USR02404,LST029,Whitepaper,207,5,False,Desktop,Returning
SES004414,USR02404,LST029,Property Valuation Report,133,5,False,Desktop,Returning
SES004416,USR02404,LST001,Property Brochure (Unit Specific),54,3,False,Desktop,Returning
SES004416,USR02404,LST001,Whitepaper,114,5,False,Desktop,Returning
SES004416,USR02404,LST001,Property Brochure,52,2,False,Desktop,Returning
SES004416,USR02404,LST001,Projections (XLSX),330,5,True,Desktop,Returning
SES004416,USR02404,LST001,Property Valuation Report,36,4,False,Desktop,Returning
SES004417,USR02404,LST019,Projections (XLSX),352,8,False,Desktop,Returning
SES004417,USR02404,LST019,Whitepaper,118,6,False,Desktop,Returning
SES004417,USR02404,LST019,Property Brochure (Unit Specific),59,3,False,Desktop,Returning
SES004417,USR02404,LST019,Investment Memorandum,120,10,False,Desktop,Returning
SES004417,USR02404,LST019,Property Valuation Report,218,6,False,Desktop,Returning
SES004419,USR02405,LST024,Investment Memorandum,138,6,False,Mobile,First-time
SES004423,USR02407,LST004,Property Brochure,23,3,False,Mobile,First-time
SES004423,USR02407,LST004,Property Brochure (Unit Specific),48,2,False,Mobile,First-time
SES004425,USR02408,LST029,Property Brochure (Unit Specific),84,3,False,Mobile,First-time
SES004426,USR02409,LST019,Property Brochure,27,3,False,Mobile,Returning
SES004433,USR02413,LST005,Property Valuation Report,55,1,False,Desktop,Returning
SES004433,USR02413,LST005,Property Brochure (Unit Specific),118,2,False,Desktop,Returning
SES004434,USR02413,LST022,Investment Memorandum,72,6,False,Desktop,Returning
SES004434,USR02413,LST022,Property Brochure,61,4,False,Desktop,Returning
SES004436,USR02413,LST006,Property Brochure,94,3,False,Desktop,Returning
SES004436,USR02413,LST006,Projections (XLSX),417,9,True,Desktop,Returning
SES004437,USR02413,LST001,Whitepaper,93,3,False,Desktop,Returning
SES004437,USR02413,LST001,Projections (XLSX),2834,5,True,Desktop,Returning
SES004437,USR02413,LST001,Property Brochure,206,4,False,Desktop,Returning
SES004437,USR02413,LST001,Investment Memorandum,67,8,False,Desktop,Returning
SES004437,USR02413,LST001,Property Brochure (Unit Specific),605,4,True,Desktop,Returning
SES004437,USR02413,LST001,Property Valuation Report,225,1,False,Desktop,Returning
SES004438,USR02413,LST020,Property Brochure (Unit Specific),48,2,False,Desktop,Returning
SES004438,USR02413,LST020,Property Brochure,82,2,False,Desktop,Returning
SES004439,USR02414,LST009,Projections (XLSX),127,5,False,Tablet,First-time
SES004439,USR02414,LST009,Investment Memorandum,869,1,True,Tablet,First-time
SES004450,USR02421,LST024,Projections (XLSX),702,3,True,Desktop,First-time
SES004450,USR02421,LST024,Property Brochure (Unit Specific),34,1,True,Desktop,First-time
SES004451,USR02421,LST001,Projections (XLSX),523,3,True,Desktop,First-time
SES004451,USR02421,LST001,Property Brochure (Unit Specific),50,4,False,Desktop,First-time
SES004451,USR02421,LST001,Property Valuation Report,89,3,False,Desktop,First-time
SES004451,USR02421,LST001,Investment Memorandum,233,3,False,Desktop,First-time
SES004452,USR02421,LST023,Property Brochure,132,2,False,Desktop,First-time
SES004453,USR02422,LST001,Investment Memorandum,68,6,False,Desktop,First-time
SES004453,USR02422,LST001,Property Brochure,55,1,True,Desktop,First-time
SES004457,USR02425,LST019,Property Brochure (Unit Specific),33,2,False,Tablet,Returning
SES004457,USR02425,LST019,Investment Memorandum,245,9,True,Tablet,Returning
SES004457,USR02425,LST019,Property Valuation Report,189,7,False,Tablet,Returning
SES004457,USR02425,LST019,Whitepaper,88,2,False,Tablet,Returning
SES004459,USR02426,LST010,Whitepaper,47,4,False,Mobile,First-time
SES004459,USR02426,LST010,Property Brochure,63,4,False,Mobile,First-time
SES004459,USR02426,LST010,Property Valuation Report,41,4,False,Mobile,First-time
SES004459,USR02426,LST010,Projections (XLSX),258,9,True,Mobile,First-time
SES004471,USR02430,LST011,Property Valuation Report,96,3,False,Mobile,First-time
SES004471,USR02430,LST011,Investment Memorandum,269,1,False,Mobile,First-time
SES004473,USR02430,LST017,Projections (XLSX),37,7,True,Mobile,First-time
SES004475,USR02431,LST018,Investment Memorandum,761,11,True,Desktop,First-time
SES004475,USR02431,LST018,Property Brochure,35,4,False,Desktop,First-time
SES004475,USR02431,LST018,Property Brochure (Unit Specific),43,4,False,Desktop,First-time
SES004475,USR02431,LST018,Projections (XLSX),975,9,True,Desktop,First-time
SES004476,USR02432,LST014,Property Valuation Report,33,2,False,Mobile,First-time
SES004477,USR02432,LST019,Property Brochure (Unit Specific),8,4,False,Mobile,First-time
SES004483,USR02436,LST016,Whitepaper,124,2,False,Mobile,First-time
SES004483,USR02436,LST016,Investment Memorandum,87,7,False,Mobile,First-time
SES004483,USR02436,LST016,Property Valuation Report,80,5,False,Mobile,First-time
SES004483,USR02436,LST016,Property Brochure,12,1,False,Mobile,First-time
SES004486,USR02437,LST016,Investment Memorandum,174,11,False,Desktop,Returning
SES004486,USR02437,LST016,Property Brochure,27,4,False,Desktop,Returning
SES004486,USR02437,LST016,Whitepaper,73,1,False,Desktop,Returning
SES004486,USR02437,LST016,Property Brochure (Unit Specific),122,2,False,Desktop,Returning
SES004487,USR02437,LST019,Property Brochure,24,2,False,Desktop,Returning
SES004489,USR02437,LST010,Property Valuation Report,64,7,False,Desktop,Returning
SES004489,USR02437,LST010,Property Brochure (Unit Specific),88,4,True,Desktop,Returning
SES004489,USR02437,LST010,Property Brochure,279,3,False,Desktop,Returning
SES004489,USR02437,LST010,Whitepaper,87,1,True,Desktop,Returning
SES004504,USR02445,LST021,Property Brochure,10,2,False,Mobile,Returning
SES004504,USR02445,LST021,Investment Memorandum,58,13,False,Mobile,Returning
SES004509,USR02449,LST027,Property Brochure (Unit Specific),68,1,False,Desktop,First-time
SES004510,USR02450,LST017,Projections (XLSX),559,2,False,Desktop,Returning
SES004510,USR02450,LST017,Property Brochure (Unit Specific),84,4,False,Desktop,Returning
SES004514,USR02452,LST021,Whitepaper,256,4,False,Desktop,First-time
SES004514,USR02452,LST021,Projections (XLSX),249,9,False,Desktop,First-time
SES004516,USR02453,LST012,Property Brochure,63,4,False,Mobile,Returning
SES004516,USR02453,LST012,Projections (XLSX),401,3,True,Mobile,Returning
SES004516,USR02453,LST012,Property Brochure (Unit Specific),8,3,False,Mobile,Returning
SES004516,USR02453,LST012,Property Valuation Report,56,5,True,Mobile,Returning
SES004517,USR02454,LST019,Investment Memorandum,199,7,False,Mobile,First-time
SES004523,USR02457,LST014,Projections (XLSX),55,2,False,Mobile,First-time
SES004524,USR02458,LST013,Property Valuation Report,60,7,True,Mobile,First-time
SES004525,USR02458,LST001,Property Valuation Report,31,1,False,Mobile,First-time
SES004525,USR02458,LST001,Property Brochure,39,2,False,Mobile,First-time
SES004527,USR02459,LST028,Property Brochure (Unit Specific),120,1,False,Mobile,First-time
SES004527,USR02459,LST028,Investment Memorandum,268,5,False,Mobile,First-time
SES004527,USR02459,LST028,Projections (XLSX),109,2,True,Mobile,First-time
SES004529,USR02461,LST017,Investment Memorandum,153,11,True,Desktop,Returning
SES004529,USR02461,LST017,Whitepaper,86,5,False,Desktop,Returning
SES004529,USR02461,LST017,Projections (XLSX),258,2,False,Desktop,Returning
SES004529,USR02461,LST017,Property Brochure (Unit Specific),196,1,False,Desktop,Returning
SES004529,USR02461,LST017,Property Valuation Report,226,6,False,Desktop,Returning
SES004529,USR02461,LST017,Property Brochure,49,3,False,Desktop,Returning
SES004531,USR02461,LST025,Projections (XLSX),541,4,True,Desktop,Returning
SES004531,USR02461,LST025,Property Brochure (Unit Specific),150,2,False,Desktop,Returning
SES004532,USR02461,LST008,Property Brochure (Unit Specific),193,3,True,Desktop,Returning
SES004532,USR02461,LST008,Property Valuation Report,79,3,False,Desktop,Returning
SES004532,USR02461,LST008,Property Brochure,79,3,False,Desktop,Returning
SES004532,USR02461,LST008,Investment Memorandum,173,7,False,Desktop,Returning
SES004533,USR02462,LST002,Property Brochure,38,4,True,Mobile,First-time
SES004533,USR02462,LST002,Investment Memorandum,114,12,False,Mobile,First-time
SES004547,USR02467,LST030,Investment Memorandum,93,3,True,Mobile,First-time
SES004549,USR02468,LST012,Property Brochure,27,4,False,Desktop,First-time
SES004549,USR02468,LST012,Investment Memorandum,71,7,True,Desktop,First-time
SES004553,USR02470,LST018,Whitepaper,8,5,False,Mobile,Returning
SES004553,USR02470,LST018,Property Valuation Report,37,1,True,Mobile,Returning
SES004553,USR02470,LST018,Projections (XLSX),42,3,False,Mobile,Returning
SES004553,USR02470,LST018,Property Brochure (Unit Specific),24,4,False,Mobile,Returning
SES004553,USR02470,LST018,Property Brochure,26,2,False,Mobile,Returning
SES004553,USR02470,LST018,Investment Memorandum,109,9,False,Mobile,Returning
SES004567,USR02478,LST020,Property Valuation Report,94,5,False,Mobile,Returning
SES004568,USR02478,LST007,Investment Memorandum,154,14,False,Mobile,Returning
SES004568,USR02478,LST007,Property Valuation Report,117,1,False,Mobile,Returning
SES004568,USR02478,LST007,Whitepaper,72,1,False,Mobile,Returning
SES004568,USR02478,LST007,Projections (XLSX),112,5,True,Mobile,Returning
SES004568,USR02478,LST007,Property Brochure,11,3,False,Mobile,Returning
SES004569,USR02478,LST007,Investment Memorandum,53,9,True,Mobile,Returning
SES004569,USR02478,LST007,Whitepaper,65,6,False,Mobile,Returning
SES004569,USR02478,LST007,Property Brochure,31,2,True,Mobile,Returning
SES004569,USR02478,LST007,Projections (XLSX),251,3,True,Mobile,Returning
SES004569,USR02478,LST007,Property Brochure (Unit Specific),20,2,False,Mobile,Returning
SES004571,USR02480,LST012,Property Valuation Report,58,6,False,Mobile,First-time
SES004571,USR02480,LST012,Whitepaper,60,3,False,Mobile,First-time
SES004575,USR02483,LST001,Projections (XLSX),25,5,False,Mobile,First-time
SES004576,USR02483,LST018,Property Brochure (Unit Specific),8,3,False,Mobile,First-time
SES004576,USR02483,LST018,Investment Memorandum,1006,6,True,Mobile,First-time
SES004577,USR02484,LST006,Projections (XLSX),188,6,False,Mobile,First-time
SES004579,USR02485,LST013,Property Brochure,19,1,False,Mobile,Returning
SES004581,USR02485,LST001,Whitepaper,93,3,False,Mobile,Returning
SES004581,USR02485,LST001,Property Brochure (Unit Specific),28,1,False,Mobile,Returning
SES004581,USR02485,LST001,Property Brochure,9,2,False,Mobile,Returning
SES004583,USR02486,LST021,Property Brochure,85,2,False,Desktop,First-time
SES004583,USR02486,LST021,Property Brochure (Unit Specific),132,3,False,Desktop,First-time
SES004583,USR02486,LST021,Whitepaper,102,3,False,Desktop,First-time
SES004586,USR02488,LST021,Property Brochure,102,1,True,Desktop,First-time
SES004586,USR02488,LST021,Property Valuation Report,32,5,False,Desktop,First-time
SES004594,USR02494,LST012,Whitepaper,11,3,False,Mobile,Returning
SES004594,USR02494,LST012,Property Brochure (Unit Specific),27,3,False,Mobile,Returning
SES004594,USR02494,LST012,Projections (XLSX),747,3,True,Mobile,Returning
SES004594,USR02494,LST012,Property Valuation Report,34,7,True,Mobile,Returning
SES004594,USR02494,LST012,Property Brochure,57,3,False,Mobile,Returning
SES004594,USR02494,LST012,Investment Memorandum,92,6,True,Mobile,Returning
SES004595,USR02494,LST027,Property Brochure,201,1,False,Mobile,Returning
SES004595,USR02494,LST027,Property Valuation Report,36,7,False,Mobile,Returning
SES004595,USR02494,LST027,Projections (XLSX),365,9,True,Mobile,Returning
SES004595,USR02494,LST027,Investment Memorandum,138,12,False,Mobile,Returning
SES004595,USR02494,LST027,Whitepaper,235,3,False,Mobile,Returning
SES004595,USR02494,LST027,Property Brochure (Unit Specific),58,1,False,Mobile,Returning
SES004597,USR02494,LST020,Investment Memorandum,492,13,False,Mobile,Returning
SES004597,USR02494,LST020,Property Brochure (Unit Specific),34,1,True,Mobile,Returning
SES004597,USR02494,LST020,Projections (XLSX),218,2,False,Mobile,Returning
SES004597,USR02494,LST020,Property Valuation Report,97,5,False,Mobile,Returning
SES004597,USR02494,LST020,Whitepaper,72,4,True,Mobile,Returning
SES004597,USR02494,LST020,Property Brochure,58,1,False,Mobile,Returning
SES004606,USR02501,LST024,Property Brochure (Unit Specific),182,3,False,Mobile,First-time
SES004609,USR02502,LST027,Property Brochure (Unit Specific),11,2,False,Mobile,Returning
SES004609,USR02502,LST027,Whitepaper,342,3,False,Mobile,Returning
SES004609,USR02502,LST027,Investment Memorandum,646,7,False,Mobile,Returning
SES004611,USR02503,LST007,Projections (XLSX),155,3,True,Mobile,First-time
SES004614,USR02504,LST030,Projections (XLSX),378,4,False,Desktop,First-time
SES004616,USR02504,LST025,Property Brochure,44,4,False,Desktop,First-time
SES004616,USR02504,LST025,Projections (XLSX),422,6,True,Desktop,First-time
SES004619,USR02505,LST010,Projections (XLSX),332,7,True,Tablet,First-time
SES004620,USR02505,LST022,Whitepaper,393,3,False,Tablet,First-time
SES004620,USR02505,LST022,Investment Memorandum,118,2,False,Tablet,First-time
SES004626,USR02508,LST022,Property Brochure (Unit Specific),16,4,False,Mobile,First-time
SES004626,USR02508,LST022,Property Valuation Report,13,6,False,Mobile,First-time
SES004626,USR02508,LST022,Projections (XLSX),201,8,False,Mobile,First-time
SES004626,USR02508,LST022,Investment Memorandum,162,9,False,Mobile,First-time
SES004634,USR02514,LST002,Projections (XLSX),236,4,False,Desktop,Returning
SES004634,USR02514,LST002,Investment Memorandum,670,1,False,Desktop,Returning
SES004634,USR02514,LST002,Whitepaper,39,4,False,Desktop,Returning
SES004634,USR02514,LST002,Property Valuation Report,420,2,False,Desktop,Returning
SES004636,USR02515,LST016,Property Brochure,13,3,True,Mobile,First-time
SES004636,USR02515,LST016,Property Valuation Report,31,1,False,Mobile,First-time
SES004640,USR02518,LST028,Projections (XLSX),647,9,False,Desktop,Returning
SES004640,USR02518,LST028,Investment Memorandum,298,6,False,Desktop,Returning
SES004640,USR02518,LST028,Property Brochure,326,3,False,Desktop,Returning
SES004640,USR02518,LST028,Property Brochure (Unit Specific),49,1,False,Desktop,Returning
SES004648,USR02521,LST012,Projections (XLSX),932,2,False,Desktop,First-time
SES004648,USR02521,LST012,Whitepaper,146,6,True,Desktop,First-time
SES004648,USR02521,LST012,Property Brochure (Unit Specific),15,1,False,Desktop,First-time
SES004648,USR02521,LST012,Property Brochure,189,3,False,Desktop,First-time
SES004648,USR02521,LST012,Property Valuation Report,242,3,False,Desktop,First-time
SES004660,USR02529,LST009,Property Valuation Report,658,6,False,Desktop,Returning
SES004664,USR02532,LST003,Property Valuation Report,96,4,True,Mobile,First-time
SES004666,USR02533,LST019,Property Brochure,78,1,False,Mobile,Returning
SES004666,USR02533,LST019,Projections (XLSX),152,9,False,Mobile,Returning
SES004666,USR02533,LST019,Property Brochure (Unit Specific),20,4,True,Mobile,Returning
SES004667,USR02533,LST016,Property Valuation Report,31,6,False,Mobile,Returning
SES004667,USR02533,LST016,Property Brochure,17,1,False,Mobile,Returning
SES004667,USR02533,LST016,Property Brochure (Unit Specific),9,2,False,Mobile,Returning
SES004667,USR02533,LST016,Projections (XLSX),191,9,True,Mobile,Returning
SES004667,USR02533,LST016,Investment Memorandum,1566,10,True,Mobile,Returning
SES004669,USR02535,LST021,Property Brochure (Unit Specific),59,2,False,Mobile,First-time
SES004670,USR02535,LST015,Property Valuation Report,68,4,False,Mobile,First-time
SES004670,USR02535,LST015,Property Brochure,16,4,False,Mobile,First-time
SES004670,USR02535,LST015,Whitepaper,31,1,False,Mobile,First-time
SES004670,USR02535,LST015,Projections (XLSX),204,9,False,Mobile,First-time
SES004674,USR02538,LST028,Whitepaper,30,4,False,Mobile,First-time
SES004675,USR02539,LST026,Projections (XLSX),234,6,False,Mobile,First-time
SES004683,USR02544,LST008,Investment Memorandum,23,11,False,Mobile,Returning
SES004683,USR02544,LST008,Projections (XLSX),240,9,False,Mobile,Returning
SES004685,USR02544,LST025,Property Brochure (Unit Specific),8,3,True,Mobile,Returning
SES004685,USR02544,LST025,Investment Memorandum,49,1,False,Mobile,Returning
SES004686,USR02544,LST011,Property Brochure,53,4,False,Mobile,Returning
SES004686,USR02544,LST011,Property Brochure (Unit Specific),53,1,False,Mobile,Returning
SES004693,USR02550,LST020,Property Brochure (Unit Specific),12,3,False,Desktop,First-time
SES004693,USR02550,LST020,Property Valuation Report,88,3,False,Desktop,First-time
SES004693,USR02550,LST020,Investment Memorandum,911,12,False,Desktop,First-time
SES004693,USR02550,LST020,Whitepaper,47,6,False,Desktop,First-time
SES004693,USR02550,LST020,Projections (XLSX),222,9,False,Desktop,First-time
SES004695,USR02552,LST023,Whitepaper,221,4,False,Desktop,First-time
SES004695,USR02552,LST023,Property Brochure (Unit Specific),77,2,False,Desktop,First-time
SES004703,USR02558,LST023,Whitepaper,11,5,True,Mobile,Returning
SES004703,USR02558,LST023,Property Valuation Report,43,5,False,Mobile,Returning
SES004708,USR02559,LST008,Property Brochure,31,2,False,Mobile,First-time
SES004710,USR02560,LST028,Property Brochure (Unit Specific),17,3,False,Mobile,First-time
SES004710,USR02560,LST028,Whitepaper,69,6,False,Mobile,First-time
SES004715,USR02563,LST013,Whitepaper,34,2,False,Mobile,First-time
SES004715,USR02563,LST013,Investment Memorandum,174,4,False,Mobile,First-time
SES004715,USR02563,LST013,Property Valuation Report,174,1,False,Mobile,First-time
SES004733,USR02570,LST004,Property Valuation Report,45,1,False,Mobile,First-time
SES004736,USR02571,LST013,Whitepaper,80,1,False,Desktop,Returning
SES004736,USR02571,LST013,Investment Memorandum,19,11,False,Desktop,Returning
SES004736,USR02571,LST013,Property Valuation Report,397,7,False,Desktop,Returning
SES004737,USR02572,LST003,Investment Memorandum,127,7,False,Desktop,First-time
SES004737,USR02572,LST003,Projections (XLSX),367,5,True,Desktop,First-time
SES004737,USR02572,LST003,Property Brochure (Unit Specific),35,4,False,Desktop,First-time
